"Election Name","County Name","Office Name","District Name","Party Name","Candidate Name","Votes","Yes Votes","No Votes","Election Day Votes","ElectionDay Yes Votes","Election Day No Votes","Mail Votes","Mail Yes Votes","Mail No Votes","Provisional Votes","Provisional Yes Votes","Provisional No Votes"
"2018 General Election","SUSQUEHANNA","United States Senator","Statewide","Green","GALE, NEAL TAYLOR","120","0","0","","","","","","","","",""
"2018 General Election","SUSQUEHANNA","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","163","0","0","","","","","","","","",""
"2018 General Election","SUSQUEHANNA","Governor","Statewide","Democratic","WOLF, THOMAS W","5,273","0","0","","","","","","","","",""
"2018 General Election","SUSQUEHANNA","Governor","Statewide","Republican","WAGNER, SCOTT R","10,137","0","0","","","","","","","","",""
"2018 General Election","SUSQUEHANNA","Governor","Statewide","Green","GLOVER, PAUL","132","0","0","","","","","","","","",""
"2018 General Election","SUSQUEHANNA","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V","177","0","0","","","","","","","","",""
"2018 General Election","TIOGA","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","4,145","0","0","","","","","","","","",""
"2018 General Election","TIOGA","United States Senator","Statewide","Republican","BARLETTA, LOUIS J.","10,242","0","0","","","","","","","","",""
"2018 General Election","TIOGA","United States Senator","Statewide","Green","GALE, NEAL TAYLOR","123","0","0","","","","","","","","",""
"2018 General Election","TIOGA","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","194","0","0","","","","","","","","",""
"2018 General Election","TIOGA","Governor","Statewide","Democratic","WOLF, THOMAS W","3,991","0","0","","","","","","","","",""
"2018 General Election","TIOGA","Governor","Statewide","Republican","WAGNER, SCOTT R","10,472","0","0","","","","","","","","",""
"2018 General Election","TIOGA","Governor","Statewide","Green","GLOVER, PAUL","136","0","0","","","","","","","","",""
"2018 General Election","TIOGA","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V","179","0","0","","","","","","","","",""
"2018 General Election","UNION","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","5,901","0","0","","","","","","","","",""
"2018 General Election","UNION","United States Senator","Statewide","Republican","BARLETTA, LOUIS J.","8,317","0","0","","","","","","","","",""
"2018 General Election","UNION","United States Senator","Statewide","Green","GALE, NEAL TAYLOR","79","0","0","","","","","","","","",""
"2018 General Election","UNION","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","144","0","0","","","","","","","","",""
"2018 General Election","UNION","Governor","Statewide","Democratic","WOLF, THOMAS W","6,426","0","0","","","","","","","","",""
"2018 General Election","UNION","Governor","Statewide","Republican","WAGNER, SCOTT R","7,676","0","0","","","","","","","","",""
"2018 General Election","UNION","Governor","Statewide","Green","GLOVER, PAUL","93","0","0","","","","","","","","",""
"2018 General Election","UNION","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V","201","0","0","","","","","","","","",""
"2018 General Election","VENANGO","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","6,945","0","0","","","","","","","","",""
"2018 General Election","VENANGO","United States Senator","Statewide","Republican","BARLETTA, LOUIS J.","11,210","0","0","","","","","","","","",""
"2018 General Election","VENANGO","United States Senator","Statewide","Green","GALE, NEAL TAYLOR","122","0","0","","","","","","","","",""
"2018 General Election","VENANGO","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","235","0","0","","","","","","","","",""
"2018 General Election","VENANGO","Governor","Statewide","Democratic","WOLF, THOMAS W","7,431","0","0","","","","","","","","",""
"2018 General Election","VENANGO","Governor","Statewide","Republican","WAGNER, SCOTT R","10,856","0","0","","","","","","","","",""
"2018 General Election","VENANGO","Governor","Statewide","Green","GLOVER, PAUL","96","0","0","","","","","","","","",""
"2018 General Election","VENANGO","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V","242","0","0","","","","","","","","",""
"2018 General Election","WARREN","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","5,390","0","0","","","","","","","","",""
"2018 General Election","WARREN","United States Senator","Statewide","Republican","BARLETTA, LOUIS J.","8,734","0","0","","","","","","","","",""
"2018 General Election","WARREN","United States Senator","Statewide","Green","GALE, NEAL TAYLOR","92","0","0","","","","","","","","",""
"2018 General Election","WARREN","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","153","0","0","","","","","","","","",""
"2018 General Election","WARREN","Governor","Statewide","Democratic","WOLF, THOMAS W","5,447","0","0","","","","","","","","",""
"2018 General Election","WARREN","Governor","Statewide","Republican","WAGNER, SCOTT R","8,766","0","0","","","","","","","","",""
"2018 General Election","WARREN","Governor","Statewide","Green","GLOVER, PAUL","108","0","0","","","","","","","","",""
"2018 General Election","WARREN","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V","162","0","0","","","","","","","","",""
"2018 General Election","WASHINGTON","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","39,220","0","0","","","","","","","","",""
"2018 General Election","WASHINGTON","United States Senator","Statewide","Republican","BARLETTA, LOUIS J.","41,958","0","0","","","","","","","","",""
"2018 General Election","WASHINGTON","United States Senator","Statewide","Green","GALE, NEAL TAYLOR","379","0","0","","","","","","","","",""
"2018 General Election","WASHINGTON","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","939","0","0","","","","","","","","",""
"2018 General Election","WASHINGTON","Governor","Statewide","Democratic","WOLF, THOMAS W","39,898","0","0","","","","","","","","",""
"2018 General Election","WASHINGTON","Governor","Statewide","Republican","WAGNER, SCOTT R","40,662","0","0","","","","","","","","",""
"2018 General Election","WASHINGTON","Governor","Statewide","Green","GLOVER, PAUL","576","0","0","","","","","","","","",""
"2018 General Election","WASHINGTON","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V","1,282","0","0","","","","","","","","",""
"2018 General Election","WAYNE","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","7,625","0","0","","","","","","","","",""
"2018 General Election","WAYNE","United States Senator","Statewide","Republican","BARLETTA, LOUIS J.","12,269","0","0","","","","","","","","",""
"2018 General Election","WAYNE","United States Senator","Statewide","Green","GALE, NEAL TAYLOR","119","0","0","","","","","","","","",""
"2018 General Election","WAYNE","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","149","0","0","","","","","","","","",""
"2018 General Election","WAYNE","Governor","Statewide","Democratic","WOLF, THOMAS W","8,023","0","0","","","","","","","","",""
"2018 General Election","WAYNE","Governor","Statewide","Republican","WAGNER, SCOTT R","11,751","0","0","","","","","","","","",""
"2018 General Election","WAYNE","Governor","Statewide","Green","GLOVER, PAUL","134","0","0","","","","","","","","",""
"2018 General Election","WAYNE","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V","178","0","0","","","","","","","","",""
"2018 General Election","WESTMORELAND","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","63,778","0","0","","","","","","","","",""
"2018 General Election","WESTMORELAND","United States Senator","Statewide","Republican","BARLETTA, LOUIS J.","79,078","0","0","","","","","","","","",""
"2018 General Election","WESTMORELAND","United States Senator","Statewide","Green","GALE, NEAL TAYLOR","704","0","0","","","","","","","","",""
"2018 General Election","WESTMORELAND","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","1,698","0","0","","","","","","","","",""
"2018 General Election","WESTMORELAND","Governor","Statewide","Democratic","WOLF, THOMAS W","67,950","0","0","","","","","","","","",""
"2018 General Election","WESTMORELAND","Governor","Statewide","Republican","WAGNER, SCOTT R","76,126","0","0","","","","","","","","",""
"2018 General Election","WESTMORELAND","Governor","Statewide","Green","GLOVER, PAUL","690","0","0","","","","","","","","",""
"2018 General Election","WESTMORELAND","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V","1,529","0","0","","","","","","","","",""
"2018 General Election","WYOMING","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","3,868","0","0","","","","","","","","",""
"2018 General Election","WYOMING","United States Senator","Statewide","Republican","BARLETTA, LOUIS J.","6,582","0","0","","","","","","","","",""
"2018 General Election","WYOMING","United States Senator","Statewide","Green","GALE, NEAL TAYLOR","86","0","0","","","","","","","","",""
"2018 General Election","WYOMING","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","92","0","0","","","","","","","","",""
"2018 General Election","WYOMING","Governor","Statewide","Democratic","WOLF, THOMAS W","4,101","0","0","","","","","","","","",""
"2018 General Election","WYOMING","Governor","Statewide","Republican","WAGNER, SCOTT R","6,344","0","0","","","","","","","","",""
"2018 General Election","WYOMING","Governor","Statewide","Green","GLOVER, PAUL","104","0","0","","","","","","","","",""
"2018 General Election","WYOMING","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V","100","0","0","","","","","","","","",""
"2018 General Election","YORK","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","69,272","0","0","","","","","","","","",""
"2018 General Election","YORK","United States Senator","Statewide","Republican","BARLETTA, LOUIS J.","95,814","0","0","","","","","","","","",""
"2018 General Election","YORK","United States Senator","Statewide","Green","GALE, NEAL TAYLOR","1,291","0","0","","","","","","","","",""
"2018 General Election","YORK","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","2,435","0","0","","","","","","","","",""
"2018 General Election","YORK","Governor","Statewide","Democratic","WOLF, THOMAS W","75,313","0","0","","","","","","","","",""
"2018 General Election","YORK","Governor","Statewide","Republican","WAGNER, SCOTT R","90,590","0","0","","","","","","","","",""
"2018 General Election","YORK","Governor","Statewide","Green","GLOVER, PAUL","910","0","0","","","","","","","","",""
"2018 General Election","YORK","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V","2,165","0","0","","","","","","","","",""
